main_category_name,sub_category_name,ranking,title,ori_price,dis_price,discount_percent
e쿠폰/티켓,ALL,40,GS25 / CU / 세븐일레븐 모바일 편의점상품권,4650,4650,0
e쿠폰/티켓,ALL,41,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권1만원권(ID바로충전),9900,9900,1
e쿠폰/티켓,ALL,42,[배스킨라빈스](배스킨라빈스) 듀얼와츄원 NO.9,30000,30000,0
e쿠폰/티켓,ALL,43,[SOil](S-OIL) 모바일주유권 3만원권,29400,29400,2
e쿠폰/티켓,ALL,44,[엔타스]엔타스상품권 10만원권(경복궁/삿뽀로/고구려/면세점),90000,90000,0
e쿠폰/티켓,ALL,45,[올리브영](올리브영) 기프트카드 5만원권,50000,50000,0
e쿠폰/티켓,ALL,46,어스본 깜짝깜짝 팝업북 5종 낱권 선택구매,12000,12000,14
e쿠폰/티켓,ALL,47,[신세계상품권]신용카드/현대/롯데/신세계백화점상품권/10만원,98100,98100,0
e쿠폰/티켓,ALL,48,[투썸플레이스]투썸플레이스 3만원권,28500,28500,5
e쿠폰/티켓,ALL,49,재팬머니 - 일본 아이튠즈 카드 10000엔 (앱스토어OK),93000,93000,0
e쿠폰/티켓,ALL,50,[아웃백스테이크하우스]아웃백 디지털 3만원권,28170,28170,6
e쿠폰/티켓,ALL,51,[롯데상품권](롯데백화점) 모바일상품권 5만원권,50000,50000,0
e쿠폰/티켓,ALL,52,[넥슨](카드가능)(넥슨)(PIN발송) 온라인게임상품권 5만원,47100,47100,5
e쿠폰/티켓,ALL,53,[GS수퍼마켓](GS THE FRESH)금액상품권2만원,19000,19000,5
e쿠폰/티켓,ALL,54,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 온라인문화상품권 5천원권,5000,5000,0
e쿠폰/티켓,ALL,55,[GS25](GS25) 모바일상품권 1만원권,9500,9500,5
e쿠폰/티켓,ALL,56,[맥도날드]맥도날드 디지털 2만원권,20000,20000,0
e쿠폰/티켓,ALL,57,[스타벅스](스타벅스) 아이스 카페아메리카노 Tall,4100,4100,0
e쿠폰/티켓,ALL,58,[투썸플레이스](투썸플레이스) 딸기 생크림 1호,26680,26680,8
e쿠폰/티켓,ALL,59,호두잉글리시  M 12개월 패키지,178000,178000,50
e쿠폰/티켓,ALL,60,[CU](CU) 모바일금액권 1만원/ 실시간발송,9500,9500,5
e쿠폰/티켓,ALL,61,[아웃백스테이크하우스]아웃백 디지털 5만원권,48450,48450,3
e쿠폰/티켓,ALL,62,[코스트코]코스트코상품권 10만원권/회원대용/배송비 1번만 부과,100650,100650,0
e쿠폰/티켓,ALL,63,[CU](CU) 모바일금액권 3만원/ 실시간발송,28500,28500,5
e쿠폰/티켓,ALL,64,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권5천원권(ID바로충전),4950,4950,1
e쿠폰/티켓,ALL,65,[홈플러스](카드가능)홈플러스 상품권 모바일 교환권 5만원권,50000,50000,0
e쿠폰/티켓,ALL,66,[배스킨라빈스](배스킨라빈스) 패밀리 아이스크림,22000,22000,0
e쿠폰/티켓,ALL,67,[파리바게뜨](파리바게뜨) 고구마케이크,25000,25000,0
e쿠폰/티켓,ALL,68,[스타벅스](스타벅스) Happy Birthday Set,15100,15100,0
e쿠폰/티켓,ALL,69,[이디야커피]이디야커피 디지털 1만원권,9900,9900,1
e쿠폰/티켓,ALL,70,[메가MGC커피](메가커피) 2만원권,19400,19400,3
e쿠폰/티켓,ALL,71,[파리바게뜨](파리바게뜨) 치즈케이크,25000,25000,0
e쿠폰/티켓,ALL,72,[배스킨라빈스](배스킨라빈스) 모바일 5만원권,50000,50000,0
e쿠폰/티켓,ALL,73,(파리바게뜨) NEW 모바일금액권 5만원권,50000,50000,0
e쿠폰/티켓,ALL,74,바이킹스워프 식사권,105000,105000,0
e쿠폰/티켓,ALL,75,[에그머니](카드가능)(에그머니) 온라인 게임상품권 1만원,9600,9600,4
e쿠폰/티켓,ALL,76,[올리브영](올리브영) 기프트카드 3만원권,30000,30000,0
e쿠폰/티켓,ALL,77,(도치맘) 도라 / 디에고 DVD 선택구매,33000,33000,50
e쿠폰/티켓,ALL,78,(파리바게뜨) 시그니처 생딸기 듬뿍 우유생크림케이크,28000,28000,0
e쿠폰/티켓,ALL,79,[BHC](BHC) 뿌링클+콜라1.25L,18240,18240,4
e쿠폰/티켓,ALL,80,[쿠우쿠우](쿠우쿠우) 기프티카드 10만원권,100000,100000,0
e쿠폰/티켓,ALL,81,[올레KT](KT) LTE 데이터쿠폰 5GB,30690,30690,7
e쿠폰/티켓,ALL,82,[GS25]GS25 모바일 2만원권,19000,19000,5
e쿠폰/티켓,ALL,83,[이마트](이마트/트레이더스)이마트 모바일 5만원권,50000,50000,0
e쿠폰/티켓,ALL,84,[해피머니](카드가능)(해피머니) 온라인 상품권 5천원,4750,4750,5
e쿠폰/티켓,ALL,85,[스타벅스](스타벅스) 부드러운 디저트 세트,12700,12700,0
e쿠폰/티켓,ALL,86,[스타벅스](스타벅스) 시원한 아메리카노 커플 세트,8200,8200,0
e쿠폰/티켓,ALL,87,[GS칼텍스]우편)GS/SK/에스오일/현대오일주유상품권/주유권/5만,49400,49400,0
e쿠폰/티켓,ALL,88,[쿠우쿠우](쿠우쿠우) 기프티카드 3만원권,30000,30000,0
여행,ALL,1,(공식판매처) 에버랜드 6월 종일이용권+사파리월드 Q-PASS(6/1~6/30) / 에버랜드큐패스,32000,32000,47
여행,ALL,2,[패스트캠프]21년 최신형 패스트캠프 트라이베카 플러스 4DOOR 원터치 오토텐트+윙플라이,149000,149000,0
여행,ALL,3,(공식판매처) 에버랜드 6월~7월 종일이용권(날짜지정)(6/1~7/28),32000,32000,42
여행,ALL,4,제주신화월드 신화관 2박+조식1회+워터파크+테마파크,439000,439000,0
여행,ALL,5,(공식판매처) 에버랜드 화수목 종일이용권(6/1~7/28 화수목 한정),30000,30000,46
여행,ALL,6,|5%할인|소노벨 비발디파크(오크·파인)(강원 리조트/홍천/춘천/인제/철원/리조트),115830,115830,1
여행,ALL,7,엘리시안 강촌 리조트 1박+조식2인+사우나2인+수상레저or주변입장지 할인패스권,90000,90000,0
여행,ALL,8,롯데월드 자유이용권 3매(종일) + 서울시내호텔 1박,122000,122000,0
여행,ALL,9,경주월드 06월 자유이용권 종일권/오후권(6/1~6/30),20900,20900,0
여행,ALL,10,대전 오월드 자유이용권 | 대전 놀이공원 | 대전 테마파크,17000,17000,0
여행,ALL,11,코엑스아쿠아리움 6월 입장권(코엑스 아쿠아리움/삼성/서울),19900,19900,0
여행,ALL,12,|5%할인|오크밸리리조트(강원 리조트/원주/영월/태백),107090,107090,2
여행,ALL,13,노보텔1박+ 롯데월드/아쿠아리움/서울스카이 中 택1(2매),166000,166000,0
여행,ALL,14,"|5%할인||전남 리조트| 쏠비치 진도 리조트 (해남,완도,진도,강진,장흥,보성,고흥)",150000,150000,0
여행,ALL,15,|5%할인|세인트존스 호텔 (강원/강릉/경포대/강릉호텔)(강원 호텔/강릉/속초/경포대),97020,97020,2
여행,ALL,16,제주 아쿠아플라넷 풀패키지권+카페 택1|아쿠아리움,31000,31000,0
여행,ALL,17,제주 아쿠아플라넷 AQ패키지권+카페 택1|아쿠아리움,28900,28900,0
여행,ALL,18,경기남부 최대 아쿠아리움 아쿠아플라넷 광교 (~6.30),22100,22100,0
여행,ALL,19,[대명리조트](문자전송)강원 홍천 비발디파크 오션월드 입장권+락카+이지패스,16200,16200,4
여행,ALL,20,|5%할인|아르떼 리조트 스파 풀빌라(경남 리조트/사천/남해/진주/함양),136220,136220,2
여행,ALL,21,"|5%할인||전북 리조트| 소노벨 변산 리조트(구 대명리조트 변산) (정읍,부안,김제,고창)",117000,117000,0
여행,ALL,22,[휘닉스]|즉시할인| 휘닉스 평창 호텔 앤 리조트 (강원도/올인클루시브PKG/객실+조식2인+블루캐니언2인),128000,128000,5
여행,ALL,23,(공식판매처) 캐리비안베이 미들시즌 방문일 지정 종일권(5/29~6/25),24900,24900,50
여행,ALL,24,오크밸리리조트(강원도/문막/원주/스키장),76500,76500,0
여행,ALL,25,[웨스틴조선부산]이그제큐티브 비치룸 1박+클럽라운지2인 패키지,330000,330000,0
여행,ALL,26,(당일사용가능) 과천 서울랜드 어린이 종일권/파크이용권/종합권/루나파크/서울/쥬라기,17900,17900,0
여행,ALL,27,2021 캠프통아일랜드 수상레저 얼리버드/가평수상레저/가평/빠지/보트/커플/여행/워터파크/가평빠지/글램핑,50900,50900,0
여행,ALL,28,|5%할인|현대 아이파크 콘도(강원 호텔/고성/양양/동해/삼척),59130,59130,2
여행,ALL,29,"|5%할인||강원 리조트| 메이힐스 리조트 (영월,정선)",49900,49900,0
여행,ALL,30,아쿠아플라넷 일산 평일/주말입장권 일산가볼만한곳/일산데이트,15500,15500,0
여행,ALL,31,서울대공원 리프트 패키지/서울동물원(~08.31),10500,10500,0
여행,ALL,32,(여수)아쿠아플라넷+케이블카 / 아쿠아리움(~6/30),29500,29500,0
여행,ALL,33,|5%할인|더포그레이스 호텔 앤 리조트(제주 호텔/서귀포/서귀포시/중문/표선/성산),57230,57230,3
여행,ALL,34,(충북 제천)리솜리조트 포레스트 리솜 패키지 ~ 7월 15일 까지,172500,172500,0
여행,ALL,35,|5%할인|쏠비치 삼척 리조트 (강원 호텔/삼척/양양/동해/고성),148960,148960,2
여행,ALL,36,SFC/(임직원 전용)부산 아쿠아리움 특가 입장권(~6/30)/부산/아쿠아리움/부산아쿠아리움/SEALIFE,16000,16000,44
여행,ALL,37,(사전예약필수) 키자니아 서울/부산 이용권 (6.1~6.30),13300,13300,0
여행,ALL,38,|5%할인|블루하와이 리조트(제주 리조트/제주공항/애월/함덕),53350,53350,3
여행,ALL,39,"|5%할인|파라다이스 호텔 부산(부산 호텔/해운대/해운대 (센텀,송정)/센텀시티)",263540,263540,0
여행,ALL,40,|강원 정선군| 하이원리조트(하이원/강원랜드/하이원호텔/하이원콘도/스키장/카지노/정선/카지노),90400,90400,0
여행,ALL,41,|5%할인| |제주 서귀포| 호텔 더본 제주,99000,99000,0
여행,ALL,42,롯데월드어드벤처 종일/After4 이용권,28000,28000,41
여행,ALL,43,|5%할인|금강산 콘도(강원 호텔/고성/양양/동해/삼척),57230,57230,3
여행,ALL,44,|강원 고성군| 소노캄 델피노 ( 구 델피노 골프앤 리조트)(대명/대명리조트/델피노/대명리조트 델피노),85000,85000,0
여행,ALL,45,제주 아르떼뮤지엄/ 제주도 미디어아트 전시관,10000,10000,0
여행,ALL,46,"|5%할인||강원 호텔| 속초 썬라이즈 호텔 (속초,고성)",68000,68000,0
여행,ALL,47,(이용1시간전구매) 전국 챔피언키즈카페 44개점(키즈카페/키즈체험/유아체험/키즈/놀이/키즈파크),13500,13500,0
여행,ALL,48,|5%할인|메종 글래드 제주(제주 호텔/제주공항/애월/함덕),111550,111550,3
여행,ALL,49,"|5%할인||강원 호텔| 스카이베이 호텔 경포 (경포대,사천,주문진,정동진)",99000,99000,0
여행,ALL,50,"|5%할인||인천 리조트| 더위크앤리조트 (인천공항,을왕리)",99000,99000,0
여행,ALL,51,제주한화리조트(제주도/한화리조트/제주숙박),82000,82000,0
여행,ALL,52,[패스트캠프]21년 최신형 패스트캠프 트라이베카 플러스 4DOOR 원터치 오토텐트,99000,99000,0
여행,ALL,53,서울/일산/분당/세종 뽀로로파크 1회이용권 (~6/30),16000,16000,20
여행,ALL,54,무창포비체펠리스(충청도/비체/무창포),108000,108000,0
여행,ALL,55,삼척쏠비치호텔앤리조트(강원도/삼척/호텔예약),144000,144000,0
여행,ALL,56,|5%할인|소노문 단양(충북 리조트/단양/청주/제천/충주/보은/금산),69300,69300,1
여행,ALL,57,|강원 삼척시| 쏠비치 삼척(대명/호텔/대명/대명리조트/쏠비치/쏠비치대명/가족여행/삼척/쏠비치호텔),152000,152000,0
여행,ALL,58,한국민속촌 자유이용권,19300,19300,0
여행,ALL,59,"|5%할인||경남 호텔| 호텔 리베라 거제 (거제,통영,고성)",82880,82880,0
여행,ALL,60,|강원| 고성 라벤더꽃(하늬라벤더팜)+속초 외옹치 바다향기로+대포항 당일여행 /국내여행/ 서울경기出,29900,29900,6
여행,ALL,61,|5%할인|파크선샤인 호텔(제주 호텔/서귀포/서귀포시/중문/표선/성산),72750,72750,3
여행,ALL,62,|5%할인||전남 호텔| 히든베이 호텔 (여수),111000,111000,0
여행,ALL,63,|강원 정선군| 하이원 그랜드호텔 메인타워(구 강원랜드호텔)(하이원/강원랜드/하이원콘도/하이원리조트),101700,101700,0
여행,ALL,64,l목포l 목포해상케이블카 일반/크리스탈 캐빈 왕복권,15000,15000,0
여행,ALL,65,|5%할인|영종도 인터루프탑호텔(인천 모텔/중구/을왕리/인천공항),9910,9910,0
여행,ALL,66,|경북 경주시| 한화리조트 경주(한화리조트/한화리조트경주/켄싱턴리조트경주/뽀로로아쿠아빌리지),93000,93000,0
여행,ALL,67,|5%할인||제주 호텔| 제주 팔레스 호텔 (제주시),50000,50000,0
여행,ALL,68,|5%할인|소노벨 비발디파크(메이플)(강원 리조트/홍천/춘천/인제/철원/리조트),135000,135000,0
여행,ALL,69,|강원 고성군| 아이파크콘도(현대설악)(아이파크/고성/속초/아이파크콘도/현대아이파크/일출/현대설악),54240,54240,0
여행,ALL,70,|5%할인|스카이베이호텔 경포(강원 호텔/강릉/속초/양양/고성/오션뷰),96030,96030,3
여행,ALL,71,(과천) 서울랜드 종일권/루나파크/쥬라기랜드/어트랙션,27900,27900,0
여행,ALL,72,부산 벡스코 상상체험 키즈월드/상상체험키즈월드/부산키즈파크/부산놀이동산/부산가볼만한곳,13500,13500,0
여행,ALL,73,|5%할인|신라스테이 서대문(서울 호텔/서대문/마포/홍대/신촌),59080,59080,0
여행,ALL,74,|5%할인|씨크루즈호텔 속초(강원 호텔/속초/강릉/양양/고성),72270,72270,1
여행,ALL,75,"|5%할인||강원 리조트| 한화리조트 설악 쏘라노 (속초,고성)",88500,88500,0
여행,ALL,76,"|5%할인||강원 리조트| 롯데리조트 속초 (속초,고성)",207900,207900,0
여행,ALL,77,|강원 속초시| 현대수리조트 속초(강원도콘도/강원도 콘도/강원콘도/강원 콘도/현대수/속초콘도),44000,44000,0
여행,ALL,78,|제주 서귀포시| 그랜드 조선 제주(그랜드조선/조선그랜드/그랜드조선제주/그랜드/조선/제주/중문),260460,260460,0
여행,ALL,79,(공식판매처) 에버랜드 6월~7월 종일이용권(6/1~7/28),35000,35000,37
여행,ALL,80,|5%할인|소노벨 경주(구 대명리조트 경주)(경북 리조트/경주/포항/울진/영덕),106920,106920,1
여행,ALL,81,|5%할인|블루하와이 호텔(제주 호텔/제주공항/애월/함덕),49000,49000,2
도서/음반,ALL,1,씨투엠에듀 도형학습지 플라토 유치~초등 단계별 선택구매(전4권),24000,24000,50
여행,ALL,82,|5%할인|호텔 탑스텐(강원 호텔/강릉/속초/양양/고성),112040,112040,2
여행,ALL,83,"|5%할인||강원 리조트| 소노펠리체 빌리지 비발디파크 (구 소노빌리지) (홍천,횡성)",250000,250000,0
여행,ALL,84,제주 국제리더스클럽 / 제주도 럭셔리 요트투어 보트낚시,180000,180000,0
여행,ALL,85,|5%할인|휘슬락 호텔(제주 호텔/제주공항/애월/함덕),68600,68600,2
여행,ALL,86,마산 창원 로봇랜드 패밀리 자유이용권 (주말),39200,39200,2
여행,ALL,87,"|5%할인||부산 호텔| 크라운 하버호텔 부산 (남포동,중앙동,태종대,송도,영도)",68500,68500,0
여행,ALL,88,"|5%할인||경북 리조트| 소노벨 경주 (구 대명리조트 경주) (경주(보문단지,황리단길,불국사,양남,감포,안강))",108000,108000,0
여행,ALL,89,|5%할인||강원 호텔| 켄싱턴호텔 평창(구 켄싱턴 플로라 호텔) (평창),89900,89900,0
여행,ALL,90,|5%할인|고흥 썬밸리리조트(전남 리조트/고흥/광양/구례/순천/화순/남원),89240,89240,3
여행,ALL,91,"|5%할인||서울 호텔| 페어필드 바이 메리어트 서울 (영등포,여의도)",51000,51000,0
여행,ALL,92,|5%할인||제주 호텔| 랜딩관 제주신화월드 호텔앤리조트 (서귀포시),121000,121000,0
여행,ALL,93,|강원 고성군| 오션투유리조트 속초설악비치 호텔앤콘도(고성/속초/고성숙소/고성숙박/고성리조트),39900,39900,0
여행,ALL,94,"|5%할인||강원 호텔| 하이원 그랜드 호텔 메인타워(구.강원랜드호텔) (영월,정선)",89600,89600,0
여행,ALL,95,(문자발송) 안성팜랜드 입장권(6/7~7/18)/안성/경기도/안성팜랜드,9000,9000,0
여행,ALL,96,|5%할인|라마다 속초(강원 호텔/속초/강릉/양양/고성),84950,84950,0
여행,ALL,97,|5%할인|인터컨티넨탈 서울 코엑스(서울 호텔/강남/역삼/삼성/신사/청담),115430,115430,3
여행,ALL,98,|강원 속초시| 금호설악리조트(속초/설악금호/금호리조트/금호/금호콘도/강원도/설악산/속초/강원도콘도),60000,60000,0
여행,ALL,99,|인천 중구| 리베라베리움호텔 영종(인천호텔/영종도호텔/영종도/구읍뱃터/월미도/레일바이크/인천공항),26000,26000,0
여행,ALL,100,아쿠아플라넷 여수 입장권(아쿠아리움),17400,17400,0
도서/음반,ALL,2,(반짝특가)도서출판무지개-추피의생활이야기 전71종 단품구매,171420,171420,45
도서/음반,ALL,3,문해력을 키워주는 필독서 13종,145820,145820,41
도서/음반,ALL,4,마술피리(초록개구리) 소능력자들 전4권 세트,44000,44000,0
도서/음반,ALL,5,키즈프렌즈 초등교과 어휘왕 가로세로 낱말 (전3권),27700,27700,10
도서/음반,ALL,6,[비룡소]비룡소 사각사각 그림책 (전25권),239200,239200,9
도서/음반,ALL,7,국일아이 명탐정 셜록 홈즈 시리즈 10권 세트,100000,100000,9
도서/음반,ALL,8,자녀교육서 육아서 모음전,13800,13800,0
도서/음반,ALL,9,[천재교육]돌잡이 수학(전 18종+디지털북) - 펜 미포함,99000,99000,0
도서/음반,ALL,10,어스본 깜짝깜짝 팝업북 5종세트,60000,60000,40
도서/음반,ALL,11,C_또래 퀴즈 시리즈 8종 특별 세트 (인물/과학/세계/호기심/한국사/사회/상식/신기한),80000,80000,20
도서/음반,ALL,12,백유연 그림책 세트 (전4권),51000,51000,10
도서/음반,ALL,13,어떻게 말해줘야 할까- 오은영,15750,15750,0
도서/음반,ALL,14,조국의 시간,15300,15300,0
도서/음반,ALL,15,(반짝특가)한국톨스토이-교과서으뜸개념수학탐구/68권,292840,292840,16
도서/음반,ALL,16,비룡소 사각사각 그림책 26~29번 (전4권),54000,54000,10
도서/음반,ALL,17,비룡소 난 책 읽기가 좋아 세트별 선택구매,188000,188000,10
도서/음반,ALL,18,[별똥별]별똥별을 타고 온 외계인 인체동화 (세이펜미포함)-브로마이드증정,49500,49500,10
도서/음반,ALL,19,조국의 시간 - 아픔과 진실 말하지 못한 생각,15300,15300,0
도서/음반,ALL,20,(봄이아트북스) 다국어병풍/차트 명화병풍/차트 선택구매,38000,38000,44
도서/음반,ALL,21,씨투엠에듀 플라토 평면도형/입체도형 교구 선택구매,23100,23100,65
도서/음반,ALL,22,수퍼맘스토리카페/맥그로힐출판사에서 만든 미국교과서/원더스 레벨드리더/Wonders Leveled Reader,148800,148800,50
도서/음반,ALL,23,수퍼맘스토리카페/리틀버디리더스 3개국어/영어/중국어/스페인어/Little Birdie Readers/6월21일배송,78800,78800,50
도서/음반,ALL,24,A_또래 퀴즈 시리즈 4종 특별 세트 (과학/호기심/세계/인물),40000,40000,0
도서/음반,ALL,25,소원나무 창작그림책세트,210000,210000,0
도서/음반,ALL,26,혼공 기초 영문법 세트(레벨 1~3) + 중학영문법 총정리,51000,51000,0
도서/음반,ALL,27,[애플비]애플비  CD북 4종세트 (우리동요 전래동화 영어동요 명작동화),34000,34000,10
도서/음반,ALL,28,문해력을 키워주는 필독서 14종,157690,157690,10
도서/음반,ALL,29,한글이 나르샤 5권세트 (2020년 최신개정판),45000,45000,10
도서/음반,ALL,30,어스본 요리조리 열어보는 시리즈 22종 낱권 선택구매,13000,13000,13
도서/음반,ALL,31,솟아라 영어의 자신감/명확한 INPUT/자신있는 OUTPUT/BOOST UP/부스트업,96000,96000,25
도서/음반,ALL,32,아이돌마스터 밀리언라이브 한국 한정 특전 세트   매거진 플러스 편집부,55800,55800,0
도서/음반,ALL,33,혼공 기초영문법 세트(전3권 / 레벨 1~3),36000,36000,0
도서/음반,ALL,34,(카드할인특가) 튤립사운드북 크리스마스캐럴 예쁜 아기 동요 외 스마트베어 특가,13350,13350,11
도서/음반,ALL,35,[천재교육]돌잡이 한글(전 18종+디지털북) - 펜 미포함,99000,99000,0
도서/음반,ALL,36,비룡소-최승호 시인의 말놀이 동시집 세트 (전5권),50000,50000,10
도서/음반,ALL,37,[꼬마대통령]꼬마 대통령 인체탐험대시리즈 12권(세이펜 적용가능),62000,62000,8
도서/음반,ALL,38,[시공주니어]시공주니어  무지개 물고기 시리즈 8권 세트,78000,78000,9
도서/음반,ALL,39,와이즈만 호기심 그림책 8종/손으로 만드는 과학 2종 세트별 선택구매,60000,60000,14
도서/음반,ALL,40,JYBOOKS Brain Quest (전2종),31200,31200,29
도서/음반,ALL,41,반디BOOKS 강력추천 스테디셀러 150종 파격제안,3900,3900,0
도서/음반,ALL,42,[엠앤브이]티시태시 7종세트 or 엄마까투리 10종세트 선택구매,52000,52000,52
컴퓨터/전자,ALL,1,[윈드피아]가정용 업소용 사무실 스탠드 키높이 선풍기 WA-170,23720,23720,14
도서/음반,ALL,43,(동아출판) 초능력 수학 연산 구구단,10000,10000,0
도서/음반,ALL,44,ㄱㄴㄷ그림책 세트 (전6권),71800,71800,18
도서/음반,ALL,45,(Expansion ver.) 엑소 (EXO) - DON’T FIGHT THE FEELING (스페셜 앨범),11500,11500,0
도서/음반,ALL,46,(차일드아카데미) 세계테마그림책 스토리팡(본책 50종 + 구연동화USB),217140,217140,32
도서/음반,ALL,47,푸른날개 빵빵 친구들 시리즈 전5권,50000,50000,9
도서/음반,ALL,48,(좋은책어린이) 저학년 문고 G 1~120권 세트 (전120권),712660,712660,28
도서/음반,ALL,49,두뇌야 놀자 -숨은 그림찾기 시리즈 전5권(미개봉 새책),34500,34500,40
도서/음반,ALL,50,문제 해결의 길잡이 원리 1-2 (2021년용) / 공구 특가판매,12000,12000,0
도서/음반,ALL,51,혼공 중학 영문법 문제특강 세트(전3권 / 레벨 1~3),37500,37500,0
도서/음반,ALL,52,시공 주니어문고 NEW 베스트 30 - 123레벨 선택구매,200000,200000,21
도서/음반,ALL,53,대교 리틀프렌즈 사운드 토이북 7종 선택구매(생일/달님/피아노/자동치/드럼/건강/안전),17500,17500,30
도서/음반,ALL,54,개념원리 RPM 알피엠 중학 수학 2-2 (2021년용),14000,14000,0
도서/음반,ALL,55,꿈터 이상한 학교 시리즈 세트 (전3권),30800,30800,6
도서/음반,ALL,56,[천재교육]빅키즈 수학(전 29종+디지털북) - 펜 미포함,92400,92400,23
도서/음반,ALL,57,조국의 시간 : 아픔과 진실 말하지 못한 생각  조국,15300,15300,0
도서/음반,ALL,58,만화 그리스 로마신화 (본책25권+워크북25권),258000,258000,7
도서/음반,ALL,59,개념원리 중학 수학 3-2 (2021년용),16000,16000,0
도서/음반,ALL,60,기탄 사고력 수학 세트 외 시리즈 선택(기탄수학/큰수학/국어/한글/영어/한자/떼기시리즈/영역별수학),25200,25200,10
도서/음반,ALL,61,(한솔교육) 기관용 한솔활짝e 한글나라(10호),171420,171420,31
컴퓨터/전자,ALL,2,[애플]애플워치SE 40mm GPS  알루미늄 케이스 MYDM2KH/A,352170,352170,9
컴퓨터/전자,ALL,3,[유니맥스]스탠드 선풍기/가정용 업소용 14형 1407 특가,23640,23640,8
컴퓨터/전자,ALL,4,[애플]애플 펜슬 2세대 MU8F2KH/A,165620,165620,9
컴퓨터/전자,ALL,5,[대우]대우 에어 써큘레이터DEF-KC1020스탠드선풍기 공기순환,34900,34900,0
컴퓨터/전자,ALL,6,[샤오미]JISU 넥밴드  선풍기 무날개 선풍기/화이트 1+1,35600,35600,0
컴퓨터/전자,ALL,7,[모이스]1+1+1)목걸이 선풍기 넥밴드 휴대용 미니 탁상용 무선,19900,19900,0
컴퓨터/전자,ALL,8,[애플]애플워치SE 40mm GPS 알루미늄 케이스 MYDP2KH/A,352170,352170,9
컴퓨터/전자,ALL,9,[다이슨]스마일캐시 1만 적립 에어랩 스타일러 볼륨 앤 쉐이프,495880,495880,8
컴퓨터/전자,ALL,10,[대웅모닝컴]대웅 3D 입체회전 리모컨 스탠드 써큘레이터 선풍기,38900,38900,0
컴퓨터/전자,ALL,11,[신일전자]신일 기본형 선풍기 SIF-12PNX,49900,49900,0
컴퓨터/전자,ALL,12,[애플]애플워치SE 44mm GPS 알루미늄 케이스 MYDT2KH/A,392210,392210,9
컴퓨터/전자,ALL,13,[파빌리온]파빌리온 가성비 PC TG01-1602KL (예약판매),899000,899000,4
컴퓨터/전자,ALL,14,[대웅모닝컴](행사) 21년 신제품 대웅모닝컴 14인치 선풍기 고급형,24900,24900,0
컴퓨터/전자,ALL,15,[솔러스에어]1+1 2개 무선 선풍기 탁상용 미니 휴대용 캠핑 벽걸이,49900,49900,0
컴퓨터/전자,ALL,16,[대웅모닝컴]스탠드 리모컨 전자식 써큘레이터 신제품(YKR),37520,37520,3
컴퓨터/전자,ALL,17,[스카이](1+1) 넥밴드 목걸이 선풍기 윈드300 (화이트+네이비),24630,24630,1
컴퓨터/전자,ALL,18,[유파]빠른배송 유파 선풍기/리모컨/초미풍/발터치 TSK-3528CR,30640,30640,3
컴퓨터/전자,ALL,19,[윈드피아]날개없는 선풍기 타워형선풍기 타워팬 WINDPIA-6ST,26270,26270,14
컴퓨터/전자,ALL,20,[위닉스]위닉스 뽀송 제습기 10리터 DXAE100-JWK,225000,225000,0
컴퓨터/전자,ALL,21,[애플]Apple 정품 에어팟프로 MWP22KH/A (카드 즉시할인),262990,262990,9
컴퓨터/전자,ALL,22,[스카이](1+1) 넥밴드 목걸이 선풍기 윈드300 (화이트+핑크),24660,24660,0
